query;clicks;conv_rate_fci;fci_conv;fci_ogp;gp_user_fci;gppi_fci;impressions;lci_conv;lci_ogp;search_ctr;search_counts;unique_users
climbzone;10;0.008;1;14.347700119;0.193887839;0.035602234;403;2;28.163000107;0.084;119;74
climbing;221;0.022;15;181.71309948;0.601699005;0.054470354;3336;15;181.71309948;0.3231;684;302
climb zone;22;0.0;0;0.0;0.0;0.0;830;0;0.0;0.135;163;63
climb;63;0.025;7;92.443799019;0.497009672;0.082539106;1120;7;92.443799019;0.2226;283;186
cleveland;16;0.0;0;0.0;0.0;0.0;1225;0;0.0;0.0693;231;106
clearwater florida;11;0.0;0;0.0;0.0;0.0;429;0;0.0;0.1375;80;25
clearwater fl;8;0.0;0;0.0;0.0;0.0;455;0;0.0;0.0851;94;23
clearwater beach;38;0.0;0;0.0;0.0;0.0;743;0;0.0;0.2517;151;46
clearwater;130;0.003;2;16.128099442;0.06863021;0.003847352;4192;2;16.128099442;0.1847;704;235
clearance items;2;0.0;0;0.0;0.0;0.0;370;0;0.0;0.069;29;3
clear and brilliant laser;35;0.0;0;0.0;0.0;0.0;937;0;0.0;0.1643;213;48
clear and brilliant;151;0.003;2;171.669798851;0.780317268;0.039024733;4399;2;171.669798851;0.1869;808;220
clear;38;0.002;1;115.6147995;0.323850979;0.068370668;1691;1;115.6147995;0.0835;455;357
cleansing facial;38;0.043;3;80.684999466;8.068499947;0.224124999;360;3;80.684999466;0.5429;70;10
cleanse;50;0.013;3;13.401699781;0.19708382;0.009905174;1353;3;13.401699781;0.2183;229;68
cleaning supplies;16;0.0;0;0.0;0.0;0.0;380;0;0.0;0.2963;54;11
cleaning services;105;0.0;0;0.0;0.0;0.0;1417;1;67.052497864;0.3875;271;85
cleaning service;202;0.002;1;111.94670105;0.841704519;0.047455151;2359;1;111.94670105;0.4612;438;133
cleaning;1845;0.01;37;1745.294598579;1.244860627;0.083671058;20859;31;1550.770195961;0.4759;3877;1402
cleaners;110;0.008;2;53.709199905;0.467036521;0.039637786;1355;2;53.709199905;0.4247;259;115
cleaner;120;0.004;1;31.995000839;0.273461546;0.021884405;1462;1;31.995000839;0.4743;253;117
clean;128;0.004;2;101.442001343;0.367543483;0.03904619;2598;2;101.442001343;0.2274;563;276
clea;68;0.005;2;87.679798126;0.248384697;0.071868687;1220;2;87.679798126;0.1683;404;353
cle;22;0.0;0;0.0;0.0;0.0;621;0;0.0;0.088;250;237
clay pottery;10;0.0;0;0.0;0.0;0.0;399;0;0.0;0.1429;70;37
clay class;41;0.0;0;0.0;0.0;0.0;1063;0;0.0;0.2531;162;48
clay;110;0.002;2;97.248699188;0.18737707;0.020374754;4773;4;155.052499294;0.1147;959;519
claw machine;41;0.04;6;40.340500355;0.537873338;0.057711732;699;6;40.340500355;0.2697;152;75
claw;191;0.063;20;98.641500354;0.488324259;0.073448623;1343;25;126.504800081;0.5987;319;202
classpop;58;0.019;2;67.648300171;1.091101616;0.141820336;477;2;67.648300171;0.5524;105;62
classes;1263;0.003;16;266.560199499;0.292601756;0.005659693;47098;14;224.758899212;0.2033;6214;911
class rings;27;0.078;5;127.044897079;5.523691177;0.265784304;478;5;127.044897079;0.4219;64;23
class ring;44;0.011;1;33.854698181;0.89091311;0.061553997;550;0;0.0;0.4835;91;38
class;997;0.001;5;109.616197586;0.114064722;0.002921229;37524;6;155.048597336;0.1865;5345;961
clases;25;0.0;0;0.0;0.0;0.0;681;0;0.0;0.3165;79;9
clarins;6;0.0;0;0.0;0.0;0.0;595;0;0.0;0.0625;96;27
cla;8;0.0;0;0.0;0.0;0.0;468;0;0.0;0.0343;233;219
cl;40;0.0;0;0.0;0.0;0.0;1984;0;0.0;0.0449;890;818
cko;40;0.017;2;42.427799225;0.800524514;0.08802448;482;2;42.427799225;0.3306;121;53
citypass;132;0.023;6;313.940006256;1.783750036;0.518052816;606;6;313.940006256;0.4981;265;176
city winery;6;0.0;0;0.0;0.0;0.0;1158;0;0.0;0.037;162;57
city tours;17;0.0;0;0.0;0.0;0.0;446;0;0.0;0.25;68;12
city tour;51;0.006;1;-10.192000389;-0.208000008;-0.010253522;994;1;-10.192000389;0.3129;163;49
city pass seattle;15;0.018;1;63.180000305;3.948750019;0.162000001;390;1;63.180000305;0.2679;56;16
city pass;789;0.014;24;671.36800766;0.878753937;0.068759526;9764;25;698.595808029;0.4628;1705;764
city museum;17;0.0;0;0.0;0.0;0.0;1218;0;0.0;0.0988;172;54
city cruises;58;0.011;1;10.800000191;0.263414639;0.025411765;425;1;10.800000191;0.6517;89;41
city cruise;61;0.035;4;219.894001961;4.397880039;0.398358699;552;4;219.894001961;0.5259;116;50
city;220;0.008;7;233.973800659;0.370798416;0.081072003;2886;7;233.973800659;0.2532;869;631
cirque du soleil;57;0.0;0;0.0;0.0;0.0;2249;0;0.0;0.1301;438;191
cirque du;27;0.007;1;15.038100243;0.121275002;0.030879056;487;1;15.038100243;0.1901;142;124
cirque de soleil;8;0.0;0;0.0;0.0;0.0;760;0;0.0;0.063;127;51
cirque;373;0.003;3;53.756999969;0.070732895;0.017853537;3011;3;53.756999969;0.3506;1064;760
cirq;127;0.007;2;57.944601059;0.218658872;0.077777988;745;3;95.167802811;0.4219;301;265
circus vargas;58;0.025;3;124.079998016;1.723333306;0.333548382;372;4;163.67999649;0.4915;118;72
circus circus;77;0.012;3;18.325999975;0.120565789;0.017723404;1034;3;18.325999975;0.2939;262;152
circus;505;0.007;12;328.464799881;0.294059803;0.049820234;6593;12;338.825199127;0.2806;1800;1117
circu;59;0.012;2;50.288700104;0.312352175;0.098412329;511;2;50.288700104;0.3491;169;161
circ;97;0.01;3;55.390599966;0.208235338;0.05892617;940;4;77.810600042;0.3266;297;266
cir;348;0.005;7;163.765703201;0.138198906;0.043164392;3794;7;163.765703201;0.2459;1415;1185
cinnabon;11;0.0;0;0.0;0.0;0.0;1213;0;0.0;0.0412;267;154
cinemark;354;0.053;35;245.643995762;0.504402455;0.229573828;1070;39;291.570994854;0.5347;662;487
cinema;239;0.034;17;79.106998324;0.307809332;0.035974078;2199;18;89.947098374;0.4714;507;257
cine;151;0.086;26;186.137596607;0.727099987;0.482221753;386;28;199.465596199;0.4983;303;256
cincinnati;38;0.0;0;0.0;0.0;0.0;1388;0;0.0;0.1784;213;77
cin;121;0.025;10;67.739798546;0.187126515;0.14758126;459;11;77.237398148;0.3033;399;362
cigars;123;0.034;9;59.346200943;0.570636548;0.039017884;1521;8;50.358000755;0.4659;264;104
cigar;122;0.021;7;32.469601154;0.230280859;0.015932091;2038;7;32.469601154;0.3653;334;141
cicis pizza;5;0.0;0;0.0;0.0;0.0;542;0;0.0;0.0435;115;49
ciaa;3;0.0;0;0.0;0.0;0.0;638;0;0.0;0.0268;112;32
ci;20;0.0;0;0.0;0.0;0.0;3120;0;0.0;0.0145;1381;1274
chula vista;4;0.0;0;0.0;0.0;0.0;636;0;0.0;0.0385;104;39
chucky cheese;246;0.079;39;205.128603697;0.801283608;0.114596985;1790;28;130.777702093;0.5;492;256
chuckie cheese;211;0.114;46;216.316802502;1.001466678;0.145374195;1488;37;174.843102455;0.5236;403;216
chucki;98;0.061;11;61.354300976;0.367391024;0.115762832;530;11;61.354300976;0.5414;181;167
chuckee cheese;84;0.042;8;36.917500496;0.380592789;0.054855127;673;10;62.91230011;0.4421;190;97
chuckee;63;0.09;10;59.794401169;0.711838109;0.144082894;415;7;43.93610096;0.5676;111;84
chucke;147;0.072;23;104.90960145;0.374677148;0.109623408;957;21;95.159701586;0.4623;318;280
chuck e. cheese;350;0.063;53;276.371204376;0.639748158;0.083420225;3313;51;270.649404526;0.4142;845;432
chuck e cheese;1635;0.049;194;1120.629119158;0.607716442;0.070670941;15857;185;1093.712419271;0.4093;3995;1844
chuck e ch;57;0.049;8;33.798800945;0.223833119;0.061340837;551;9;36.00920105;0.3455;165;151
chuck e;525;0.074;82;489.541107416;0.53326918;0.127219623;3848;83;492.529207945;0.4738;1108;918
chuck;3921;0.107;605;3280.692955256;0.720714621;0.183864426;17843;607;3271.461755991;0.6941;5649;4552
chuc;1022;0.098;162;829.018812418;0.541488447;0.167275789;4956;164;845.518113375;0.6201;1648;1531
chu;2204;0.117;366;1889.872034073;0.688477972;0.199437741;9476;368;1900.281433105;0.7048;3127;2745
chropractic massage;52;0.0;0;0.0;0.0;0.0;397;0;0.0;1.0196;51;25
chromebook;33;0.0;0;0.0;0.0;0.0;602;0;0.0;0.3837;86;30
christmas;8;0.007;1;1.799399972;0.051411428;0.001581195;1138;1;1.799399972;0.0526;152;35
chris;3;0.0;0;0.0;0.0;0.0;412;0;0.0;0.0226;133;116
chri;1;0.0;0;0.0;0.0;0.0;673;0;0.0;0.0038;266;251
chr;1;0.0;0;0.0;0.0;0.0;1011;0;0.0;0.0024;419;387
chocolates;40;0.005;1;2.400000095;0.048000002;0.002035623;1179;1;2.400000095;0.197;203;50
chocolate tour;14;0.0;0;0.0;0.0;0.0;383;0;0.0;0.2692;52;23
chocolate strawberry;26;0.017;2;11.885099649;0.360154535;0.022638285;525;2;11.885099649;0.2222;117;33
chocolate strawberries;41;0.011;2;15.729599953;0.204280519;0.014564444;1080;2;15.729599953;0.2216;185;77
chocolate making;25;0.0;0;0.0;0.0;0.0;731;0;0.0;0.2451;102;31
chocolate covered strawberries;205;0.011;10;102.019800663;0.342348324;0.019544023;5220;8;84.219601154;0.2207;929;298
chocolate covered;51;0.004;1;6.357200146;0.038296386;0.007150956;889;0;0.0;0.2227;229;166
chocolate;362;0.003;5;30.149500728;0.042167134;0.00332409;9070;6;52.116000056;0.2134;1696;715
choco;33;0.015;2;7.190999985;0.059925;0.015107143;476;4;24.36070013;0.2391;138;120
choc;57;0.007;2;25.361899853;0.101855019;0.02895194;876;2;25.361899853;0.1945;293;249
cho;51;0.007;2;7.519900084;0.027345091;0.009933818;757;3;20.452800512;0.1661;307;275
chloe;49;0.035;3;41.07449913;1.140958309;0.086838265;473;3;41.07449913;0.5698;86;36
chit;122;0.026;4;95.386301041;0.717190233;0.140273972;680;4;95.386301041;0.7821;156;133
chirp;170;0.045;11;248.956197739;1.179887193;0.211338029;1178;11;248.956197739;0.6883;247;211
chiropractors;47;0.016;2;39.384100914;1.969205046;0.05618274;701;2;39.384100914;0.3821;123;20
chiropractor massage;33;0.028;2;46.649200439;1.943716685;0.120852851;386;2;46.649200439;0.4583;72;24
chiropractor;3432;0.018;131;2660.750697851;1.097216783;0.070052938;37982;127;2490.165997744;0.4649;7383;2425
chiropractic;507;0.011;15;433.453098774;1.140666049;0.063836981;6790;12;366.735798359;0.3682;1377;380
chiropracter;41;0.026;3;43.993799686;1.073019505;0.086601968;508;3;43.993799686;0.3534;116;41
chiropract;48;0.013;2;35.986000061;0.346019231;0.054359517;662;2;35.986000061;0.32;150;104
chiroprac;34;0.008;1;26.215000153;0.252067309;0.05450104;481;0;0.0;0.272;125;104
chiropra;29;0.013;2;28.507300377;0.197967364;0.053484616;533;2;28.507300377;0.1824;159;144
chiropr;54;0.01;2;24.903900146;0.143125863;0.035374858;704;2;24.903900146;0.2634;205;174
chirop;156;0.019;10;139.482402802;0.314858697;0.072722838;1918;10;139.482402802;0.2943;530;443
chiro;710;0.012;31;580.142599344;0.34226702;0.064395893;9009;30;557.298597574;0.2841;2499;1695
chir;249;0.017;17;405.996402264;0.496935621;0.123741665;3281;15;341.370301723;0.246;1012;817
chino;8;0.0;0;0.0;0.0;0.0;432;0;0.0;0.1311;61;24
chinese massage;38;0.0;0;0.0;0.0;0.0;662;0;0.0;0.3455;110;39
chinese food;47;0.0;0;0.0;0.0;0.0;2059;0;0.0;0.1403;335;114
chinese;50;0.006;3;12.174999714;0.047558593;0.005856181;2079;3;12.174999714;0.105;476;256
chinatown;27;0.056;5;64.8968997;1.474929539;0.162242249;400;6;98.088798046;0.3;90;44
china;18;0.0;0;0.0;0.0;0.0;656;0;0.0;0.1118;161;94
chin sculpting;16;0.0;0;0.0;0.0;0.0;407;0;0.0;0.2963;54;12
chin reduction;19;0.0;0;0.0;0.0;0.0;367;0;0.0;0.1827;104;12
chin liposuction;27;0.0;0;0.0;0.0;0.0;429;0;0.0;0.375;72;19
chin lipo;155;0.003;1;550.338928223;4.017072469;0.234786232;2344;1;550.338928223;0.3827;405;137
chin lift;31;0.0;0;0.0;0.0;0.0;384;0;0.0;0.6458;48;21
chin filler;286;0.004;2;202.94659996;1.409351389;0.068516745;2962;2;202.94659996;0.5553;515;144
chin;326;0.003;3;218.449102402;0.430017918;0.045557686;4795;3;218.449102402;0.3019;1080;508
chimney sweep;25;0.014;1;17.559999466;0.585333316;0.044568527;394;1;17.559999466;0.3472;72;30
chimney cleaning;35;0.02;2;43.806999207;1.152815769;0.06887893;636;2;43.806999207;0.3535;99;38
chimney;137;0.028;7;130.319001198;1.010224815;0.120220481;1084;6;123.218701363;0.5394;254;129
chimis;233;0.203;79;458.007206917;2.10095049;0.358939817;1276;75;435.281206608;0.5974;390;218
chimi;119;0.137;29;158.836905003;1.150992065;0.233583684;680;28;154.443404675;0.5613;212;138
chilis;5;0.0;0;0.0;0.0;0.0;975;0;0.0;0.0198;252;162
children’s museum;22;0.01;4;100.316501617;0.809004045;0.050613775;1982;3;89.78150177;0.0531;414;124
childrens museum;67;0.007;3;38.489700079;0.178193056;0.01305178;2949;3;38.489700079;0.1476;454;216
childrens activities;14;0.0;0;0.0;0.0;0.0;410;0;0.0;0.3256;43;11
childrens;52;0.027;11;116.932299137;0.400453079;0.072135903;1621;11;116.932299137;0.1256;414;292
children's museum;7;0.0;0;0.0;0.0;0.0;456;0;0.0;0.0603;116;33
children museum;22;0.012;2;4.370200634;0.059056765;0.003962104;1103;3;20.442401409;0.135;163;74
children activities;39;0.0;0;0.0;0.0;0.0;863;0;0.0;0.3071;127;17
children & young adult;3;0.0;0;0.0;0.0;0.0;531;0;0.0;0.1;30;5
children;151;0.009;10;174.753801107;0.417073511;0.030935352;5649;12;229.871301889;0.137;1102;419
child;16;0.0;0;0.0;0.0;0.0;641;0;0.0;0.0894;179;140
chil;27;0.009;2;28.09400034;0.13839409;0.04794198;586;4;52.849700451;0.1164;232;203
chiefs;16;0.027;2;5.259899855;0.194811106;0.012829024;410;2;5.259899855;0.2162;74;27
chicken wings;25;0.0;0;0.0;0.0;0.0;1730;0;0.0;0.094;266;95
chicken;78;0.025;10;42.94750011;0.21156404;0.023189795;1852;10;42.94750011;0.1965;397;203
chick fil a;1;0.0;0;0.0;0.0;0.0;370;0;0.0;0.0116;86;40
chick;57;0.013;5;15.730600357;0.04418708;0.016084458;978;4;9.231900215;0.1508;378;356
chicago spa;34;0.0;0;0.0;0.0;0.0;567;0;0.0;0.2166;157;18
chicago hotels;128;0.005;1;23.8560009;0.418526332;0.014608696;1633;1;23.8560009;0.5926;216;57
chicago hotel;193;0.006;2;64.056402206;0.889672253;0.026328155;2433;2;64.056402206;0.5562;347;72
chicago bulls tickets;7;0.0;0;0.0;0.0;0.0;564;0;0.0;0.1;70;22
chicago bulls;5;0.008;1;3.24000001;0.054;0.003980344;814;1;3.24000001;0.0394;127;60
chicago bears;7;0.0;0;0.0;0.0;0.0;388;0;0.0;0.1321;53;9
chicago autoshow;10;0.0;0;0.0;0.0;0.0;1479;0;0.0;0.0493;203;89
chicago auto show;105;0.0;0;0.0;0.0;0.0;13890;0;0.0;0.0477;2199;783
chicago auto;1;0.0;0;0.0;0.0;0.0;1181;0;0.0;0.0024;423;375
chicago a;0;0.0;0;0.0;0.0;0.0;460;0;0.0;0.0;197;182
chicago;795;0.0;1;16.288600922;0.012092503;0.0008643;18846;1;16.288600922;0.2284;3480;1347
chica;7;0.0;0;0.0;0.0;0.0;852;0;0.0;0.0164;427;381
chic;13;0.002;1;22.165000916;0.037567798;0.012046196;1840;1;22.165000916;0.0201;648;590
chi;239;0.001;2;33.110399246;0.013356353;0.004652951;7116;2;22.625899792;0.0839;2850;2479
cheryls cookies;8;0.0;0;0.0;0.0;0.0;595;0;0.0;0.1067;75;37
chemical peels;167;0.009;5;209.214495659;1.442858591;0.067510325;3099;5;304.202695847;0.3116;536;145
chemical peeling;33;0.032;2;44.530199051;1.85542496;0.113597447;392;2;44.530199051;0.5238;63;24
chemical peel and facial;4;0.0;0;0.0;0.0;0.0;679;0;0.0;0.0276;145;22
chemical peel;2932;0.011;74;2562.286672592;1.295392656;0.067158197;38153;73;2486.467572212;0.4157;7054;1978
chemical pee;44;0.0;0;0.0;0.0;0.0;476;0;0.0;0.2699;163;148
chemical;110;0.004;2;146.020797729;0.376342262;0.080099176;1823;2;146.020797729;0.2183;504;388
chem;45;0.012;2;136.081397057;0.958319698;0.309980403;439;2;136.081397057;0.2727;165;142
chelsea wellness;66;0.019;2;42.852899551;0.70250655;0.102274223;419;2;42.852899551;0.6226;106;61
chelsea;55;0.066;9;239.044798851;2.46437937;0.510779485;468;9;239.044798851;0.4015;137;97
chef;35;0.0;0;0.0;0.0;0.0;1631;0;0.0;0.1101;318;86
cheesecake factory;8;0.0;0;0.0;0.0;0.0;1789;0;0.0;0.0251;319;165
cheesecake;9;0.0;0;0.0;0.0;0.0;392;0;0.0;0.0604;149;134
cheese;45;0.009;3;18.719200134;0.071447329;0.013938347;1343;3;18.719200134;0.1343;335;262
cheek fillers;53;0.0;0;0.0;0.0;0.0;529;0;0.0;0.6163;86;24
cheek filler;242;0.012;5;904.498817444;7.537490145;0.370848224;2439;4;714.498817444;0.5641;429;120
cheap hotels;43;0.0;0;0.0;0.0;0.0;1255;0;0.0;0.2183;197;37
cheap hotel;31;0.0;0;0.0;0.0;0.0;431;0;0.0;0.4627;67;27
cheap;6;0.006;1;10.011699677;0.069525692;0.024781435;404;0;0.0;0.0349;172;144
che;34;0.0;0;0.0;0.0;0.0;1313;0;0.0;0.064;531;461
chattanooga;36;0.0;0;0.0;0.0;0.0;2128;0;0.0;0.1071;336;85
chat;17;0.0;0;0.0;0.0;0.0;991;0;0.0;0.0654;260;199
charter fishing;41;0.0;0;0.0;0.0;0.0;713;0;0.0;0.3661;112;38
charter boat;10;0.0;0;0.0;0.0;0.0;455;0;0.0;0.1695;59;16
charter;54;0.0;0;0.0;0.0;0.0;887;0;0.0;0.3195;169;94
charms;10;0.0;0;0.0;0.0;0.0;442;0;0.0;0.1786;56;14
charm bracelet;10;0.036;2;4.960900068;0.381607698;0.007284728;681;2;4.960900068;0.1818;55;13
charlotte nc;7;0.0;0;0.0;0.0;0.0;438;0;0.0;0.0886;79;29
charlotte hornets;9;0.0;0;0.0;0.0;0.0;484;0;0.0;0.1125;80;27
charlotte;40;0.0;0;0.0;0.0;0.0;2338;0;0.0;0.1078;371;135
charlie wilson;2;0.0;0;0.0;0.0;0.0;422;0;0.0;0.029;69;30
charleston, sc;5;0.0;0;0.0;0.0;0.0;771;0;0.0;0.0556;90;20
charleston sc;24;0.0;0;0.0;0.0;0.0;1610;0;0.0;0.0814;295;39
charleston;98;0.0;0;0.0;0.0;0.0;3479;0;0.0;0.2046;479;161
chargers;14;0.0;0;0.0;0.0;0.0;423;0;0.0;0.1522;92;16
charger;27;0.018;3;11.44149971;0.309229722;0.010917462;1048;3;11.44149971;0.1588;170;37
char;9;0.0;0;0.0;0.0;0.0;1242;0;0.0;0.022;410;350
change oil;113;0.041;7;98.772898674;1.316971982;0.095340636;1036;6;83.603598595;0.6532;173;75
chanel perfume;5;0.0;0;0.0;0.0;0.0;718;0;0.0;0.0431;116;22
chanel chance perfume;0;0.0;0;0.0;0.0;0.0;396;0;0.0;0.0;36;1
chanel;69;0.013;4;55.148399353;0.405502936;0.026590356;2074;4;54.489999771;0.2156;320;136
chandler;8;0.01;1;12.277000427;0.558045474;0.015780206;778;1;12.277000427;0.0825;97;22
champagne lodge;57;0.009;1;8.991600037;0.152400001;0.021107042;426;1;8.991600037;0.5135;111;59
champagne;38;0.006;1;11.338999748;0.131848834;0.012487885;908;1;11.338999748;0.2317;164;86
chakra;58;0.011;2;43.687000275;0.766438601;0.053211937;821;1;18.111999512;0.3277;177;57
chairs;9;0.0;0;0.0;0.0;0.0;1255;0;0.0;0.0709;127;18
chair massage near me;3;0.0;0;0.0;0.0;0.0;394;0;0.0;0.0405;74;20
chair massage;101;0.003;1;19.662799835;0.174007078;0.007331394;2682;3;37.12399888;0.257;393;113
chair;34;0.0;0;0.0;0.0;0.0;3299;0;0.0;0.0856;397;94
chain;18;0.013;1;1.578799963;0.068643477;0.002466875;640;1;1.578799963;0.24;75;23
cha;6;0.0;0;0.0;0.0;0.0;2120;0;0.0;0.0082;736;651
ch;1407;0.037;232;1195.007521152;0.223282422;0.067018536;17831;234;1175.382520199;0.2266;6209;5352
certified;8;0.0;0;0.0;0.0;0.0;410;0;0.0;0.1569;51;19
certifications;121;0.0;0;0.0;0.0;0.0;3969;0;0.0;0.3033;399;59
certification payroll professional;7;0.0;0;0.0;0.0;0.0;487;0;0.0;0.1373;51;1
certification;453;0.006;10;110.094701767;0.521775838;0.008011549;13742;10;110.094701767;0.2749;1648;211
certificates;53;0.0;0;0.0;0.0;0.0;1307;0;0.0;0.2663;199;19
certificate;251;0.003;3;10.830299854;0.09500263;0.001360932;7958;3;10.830299854;0.2282;1100;114
certi;15;0.0;0;0.0;0.0;0.0;517;0;0.0;0.1111;135;109
cert;19;0.0;0;0.0;0.0;0.0;665;0;0.0;0.0974;195;148
ceramics classes;11;0.0;0;0.0;0.0;0.0;576;0;0.0;0.193;57;19
ceramics class;29;0.0;0;0.0;0.0;0.0;796;0;0.0;0.2042;142;45
ceramics;104;0.001;1;11.269200325;0.031655057;0.002585272;4359;1;11.269200325;0.1159;897;356
ceramic window tint;85;0.007;1;31.308000565;0.802769245;0.043183449;725;1;31.308000565;0.6071;140;39
ceramic tint;193;0.0;0;0.0;0.0;0.0;1691;0;0.0;0.5643;342;103
ceramic painting;33;0.01;2;31.914400101;0.506577779;0.027970552;1141;2;31.914400101;0.1642;201;63
ceramic coating;89;0.004;1;134.273101807;1.413401072;0.078522282;1710;3;359.087501526;0.3101;287;95
ceramic classes;8;0.0;0;0.0;0.0;0.0;509;0;0.0;0.1379;58;14
ceramic class;14;0.01;1;33.094799042;0.973376442;0.045335341;730;1;33.094799042;0.1359;103;34
ceramic;130;0.002;2;153.837905884;0.308292397;0.040451724;3803;2;153.837905884;0.1476;881;499
cer;5;0.0;0;0.0;0.0;0.0;500;0;0.0;0.022;227;209
centre of excellence;35;0.05;6;19.655600071;0.893436367;0.019518967;1007;6;19.655600071;0.2893;121;22
central park;54;0.005;1;12.637499809;0.234027774;0.010755319;1175;1;12.637499809;0.2673;202;54
central florida zoo;9;0.0;0;0.0;0.0;0.0;396;0;0.0;0.1607;56;21
central florida fair;1;0.0;0;0.0;0.0;0.0;558;0;0.0;0.0093;107;36
center of excellence;43;0.007;1;2.590199947;0.19924615;0.002389483;1084;1;2.590199947;0.2905;148;13
celulite;25;0.0;0;0.0;0.0;0.0;513;0;0.0;0.3289;76;24
celtics;2;0.0;0;0.0;0.0;0.0;457;0;0.0;0.0192;104;54
cellulite treatment;98;0.003;1;25.269699097;0.336929321;0.013477173;1875;0;0.0;0.3356;292;75
cellulite removal;36;0.0;0;0.0;0.0;0.0;590;0;0.0;0.2628;137;27
cellulite reduction;37;0.0;0;0.0;0.0;0.0;791;0;0.0;0.319;116;27
cellulite;684;0.002;4;95.554799557;0.184468725;0.009026526;10586;4;95.554799557;0.3451;1982;518
cellu;19;0.0;0;0.0;0.0;0.0;536;0;0.0;0.1067;178;138
cellphones;10;0.0;0;0.0;0.0;0.0;640;0;0.0;0.1087;92;11
cell phones;39;0.003;1;14.42140007;0.320475557;0.006950072;2075;1;14.42140007;0.1048;372;45
cell phone repair;34;0.0;0;0.0;0.0;0.0;406;0;0.0;0.3908;87;39
cell phone;25;0.0;0;0.0;0.0;0.0;1566;0;0.0;0.0909;275;72
cell;20;0.0;0;0.0;0.0;0.0;852;0;0.0;0.0583;343;291
celebration station;8;0.0;0;0.0;0.0;0.0;637;0;0.0;0.0762;105;43
cel;16;0.0;0;0.0;0.0;0.0;472;0;0.0;0.0964;166;150
cedar point;44;0.0;0;0.0;0.0;0.0;1992;0;0.0;0.1035;425;143
ce;1;0.0;0;0.0;0.0;0.0;1905;0;0.0;0.0014;739;649
ccw;99;0.034;7;154.991901875;1.280924809;0.248384458;624;7;154.991901875;0.4737;209;121
cc;17;0.0;0;0.0;0.0;0.0;363;0;0.0;0.1141;149;139
cbd oil;55;0.101;11;98.443300724;2.895391198;0.148930863;661;11;98.443300724;0.5046;109;34
cbd massage;68;0.0;0;0.0;0.0;0.0;585;0;0.0;0.562;121;32
cbd gummies;115;0.046;13;149.003498793;1.693221577;0.090305151;1650;12;146.463298798;0.4021;286;88
cbd cream;52;0.055;6;90.58699894;1.927382956;0.160900531;563;5;62.071599007;0.4771;109;47
cbd;389;0.02;28;297.535497665;0.67621704;0.040415036;7362;23;212.599797726;0.2781;1399;440
cavitation;672;0.012;16;921.296411514;2.46996357;0.130680342;7050;15;831.866411209;0.4934;1362;373
cavi lipo;59;0.0;0;0.0;0.0;0.0;554;0;0.0;0.596;99;29
cavi;42;0.011;2;149.402404785;1.234730618;0.265840578;562;2;149.402404785;0.24;175;121
cave;31;0.0;0;0.0;0.0;0.0;847;0;0.0;0.1975;157;80
cava;3;0.0;0;0.0;0.0;0.0;361;0;0.0;0.0361;83;54
cav;29;0.0;0;0.0;0.0;0.0;532;0;0.0;0.1667;174;145
cats;10;0.0;0;0.0;0.0;0.0;971;0;0.0;0.0633;158;71
catering;53;0.002;1;6.232699871;0.035413067;0.00252336;2470;1;6.232699871;0.1095;484;176
catch air;7;0.0;0;0.0;0.0;0.0;752;0;0.0;0.0464;151;52
catamaran;181;0.01;5;118.009799957;0.651987845;0.044785503;2635;4;98.542999268;0.3606;502;181
catalina island;414;0.006;8;204.48000145;0.46578588;0.027377159;7469;6;150.48000145;0.3033;1365;439
catalina flyer;39;0.023;2;66.528001785;1.512000041;0.171906981;387;2;41.184000015;0.4432;88;44
catalina ferry;19;0.01;1;19.00799942;0.500210511;0.03586415;530;1;19.00799942;0.1845;103;38
catalina express;64;0.005;1;22.176000595;0.233431585;0.018682393;1187;1;22.176000595;0.2922;219;95
catalina;903;0.015;30;719.444006681;0.71091305;0.077177001;9322;28;681.340005875;0.457;1976;1012
catal;42;0.025;3;53.723999977;0.506830188;0.131676471;408;3;53.723999977;0.3529;119;106
cata;145;0.01;5;164.7359972;0.382218091;0.104461634;1577;8;218.459997177;0.2959;490;431
cat tree;38;0.004;1;9.716400146;0.242910004;0.006641422;1463;1;9.716400146;0.1689;225;40
cat tower;18;0.018;1;6.478199959;0.340957893;0.015995555;405;1;6.478199959;0.3214;56;19
cat grooming;17;0.012;2;38.568600655;0.714233345;0.035711667;1080;2;38.568600655;0.1037;164;54
cat food;9;0.011;1;2.800800085;0.121773917;0.005304546;528;1;2.800800085;0.0978;92;23
cat cafe;6;0.0;0;0.0;0.0;0.0;643;0;0.0;0.0472;127;49
cat;140;0.006;9;55.612000465;0.071024266;0.007633768;7285;8;52.613000393;0.0932;1502;783
castles and coasters;4;0.008;1;64.292900085;1.285858002;0.10140836;634;1;64.292900085;0.0325;123;50
castle spa;39;0.0;0;0.0;0.0;0.0;1582;0;0.0;0.1618;241;85
castle park;79;0.017;3;27.798900366;0.312347195;0.038237827;727;3;27.798900366;0.4566;173;89
castle;95;0.03;10;118.267300844;0.476884278;0.097419523;1214;10;118.267300844;0.2861;332;248
castaway bay;217;0.021;7;456.710407257;2.403738986;0.437881503;1043;5;307.881603241;0.6636;327;190
castaway;238;0.016;5;220.203899384;0.821656341;0.219108358;1005;6;258.366296768;0.7653;311;268
casta;117;0.006;1;17.440000534;0.120275866;0.036561846;477;0;0.0;0.7267;161;145
